"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus1Val","nminus2Val","nminus3Val","nminus4Val","nminus5Val"
59,54,29.98,25,340,10.8,256,0,25,260,277,280,284,271
59,51,29.98,26,350,10.8,256,0,25,256,260,277,280,284
60.8,57,29.98,25,360,10.8,269,0,25,256,256,260,277,280
60.8,69,30.01,22,360,3.6,259,0,25,269,256,256,260,277
62.6,88,30.01,19,340,3.6,255,0,25,259,269,256,256,260
60.8,83,30.04,19,340,3.6,289,0,25,255,259,269,256,256
60.8,94,30.04,17,340,3.6,316,0,25,289,255,259,269,256
62.6,94,30.06,18,340,3.6,301,0,25,316,289,255,259,269
60.8,94,30.06,17,340,3.6,299,0,25,301,316,289,255,259
62.6,94,30.06,18,320,3.6,307,1,26,299,301,316,289,255
60.8,94,30.06,17,350,3.6,299,1,26,307,299,301,316,289
59,94,30.06,16,350,3.6,295,1,26,299,307,299,301,316
59,100,30.06,15,340,3.6,298,1,26,295,299,307,299,301
57.2,94,30.06,15,360,3.6,316,1,26,298,295,299,307,299
55.4,94,30.06,14,320,3.6,279,1,26,316,298,295,299,307
57.2,100,30.09,14,340,3.6,247,1,26,279,316,298,295,299
55.4,94,30.09,14,300,3.6,256,1,26,247,279,316,298,295
59,94,30.12,16,320,3.6,290,1,26,256,247,279,316,298
59,78,30.12,19,330,3.6,282,1,26,290,256,247,279,316
59,68,30.12,21,340,7.2,309,1,26,282,290,256,247,279
59,54,30.09,25,290,7.2,263,1,26,309,282,290,256,247
57.2,47,30.06,26,330,10.8,156,1,26,263,309,282,290,256
50,34,30.04,27,340,21.6,108,1,26,156,263,309,282,290
48.2,32,30.01,27,340,21.6,107,1,26,108,156,263,309,282
50,34,30.01,27,350,18,118,1,26,107,108,156,263,309
50,39,30.01,25,360,14.4,130,1,26,118,107,108,156,263
51.8,47,30.01,23,360,10.8,112,1,26,130,118,107,108,156
55.4,68,30.01,19,340,7.2,112,1,26,112,130,118,107,108
55.4,73,30.04,18,340,3.6,129,1,26,112,112,130,118,107
57.2,88,30.04,16,340,7.2,139,1,26,129,112,112,130,118
57.2,82,30.04,17,340,7.2,153,1,26,139,129,112,112,130
55.4,82,30.04,16,340,7.2,159,1,26,153,139,129,112,112
55.4,82,30.04,16,320,7.2,200,2,27,159,153,139,129,112
57.2,88,30.04,16,350,7.2,219,2,27,200,159,153,139,129
55.4,88,30.04,15,350,3.6,226,2,27,219,200,159,153,139
57.2,100,30.04,14,340,3.6,218,2,27,226,219,200,159,153
57.2,94,30.04,15,360,3.6,251,2,27,218,226,219,200,159
55.4,94,30.06,14,350,3.6,250,2,27,251,218,226,219,200
55.4,94,30.06,14,290,3.6,253,2,27,250,251,218,226,219
55.4,100,30.06,13,310,3.6,282,2,27,253,250,251,218,226
59,94,30.06,16,320,3.6,290,2,27,282,253,250,251,218
59,83,30.06,18,330,7.2,294,2,27,290,282,253,250,251
60.8,78,30.06,20,340,7.2,288,2,27,294,290,282,253,250
60.8,69,30.06,22,300,7.2,281,2,27,288,294,290,282,253
57.2,53,30.04,24,290,7.2,247,2,27,281,288,294,290,282
57.2,50,30.01,25,330,7.2,199,2,27,247,281,288,294,290
55.4,47,29.98,25,330,7.2,132,2,27,199,247,281,288,294
53.6,44,29.98,25,340,14.4,130,2,27,132,199,247,281,288
53.6,44,29.95,25,340,14.4,140,2,27,130,132,199,247,281
53.6,47,29.98,24,350,10.8,155,2,27,140,130,132,199,247
55.4,60,29.98,21,350,7.2,161,2,27,155,140,130,132,199
57.2,68,29.98,20,340,7.2,167,2,27,161,155,140,130,132
57.2,68,30.01,20,340,7.2,242,2,27,167,161,155,140,130
57.2,68,30.01,20,340,7.2,235,2,27,242,167,161,155,140
57.2,73,30.01,19,340,7.2,178,2,27,235,242,167,161,155
57.2,77,29.98,18,340,3.6,177,2,27,178,235,242,167,161
57.2,88,29.98,16,320,3.6,204,3,28,177,178,235,242,167
57.2,88,29.98,16,350,3.6,221,3,28,204,177,178,235,242
59,94,29.98,16,350,7.2,239,3,28,221,204,177,178,235
59,94,29.98,16,340,3.6,246,3,28,239,221,204,177,178
59,94,29.95,16,360,7.2,244,3,28,246,239,221,204,177
59,94,29.95,16,350,3.6,280,3,28,244,246,239,221,204
59,94,29.98,16,290,3.6,277,3,28,280,244,246,239,221
60.8,100,29.98,16,310,7.2,278,3,28,277,280,244,246,239
60.8,94,29.98,17,320,3.6,273,3,28,278,277,280,244,246
60.8,83,29.98,19,330,3.6,286,3,28,273,278,277,280,244
60.8,78,29.98,20,340,3.6,282,3,28,286,273,278,277,280
62.6,78,29.98,21,300,3.6,291,3,28,282,286,273,278,277
62.6,83,29.95,20,290,3.6,302,3,28,291,282,286,273,278
62.6,78,29.95,21,330,3.6,283,3,28,302,291,282,286,273
62.6,78,29.92,21,340,3.6,288,3,28,283,302,291,282,286
62.6,78,29.92,21,340,7.2,300,3,28,288,283,302,291,282
62.6,78,29.92,21,350,3.6,326,3,28,300,288,283,302,291
62.6,78,29.92,21,360,3.6,338,3,28,326,300,288,283,302
62.6,83,29.92,20,360,3.6,349,3,28,338,326,300,288,283
62.6,94,29.92,18,340,3.6,346,3,28,349,338,326,300,288
62.6,94,29.95,18,340,3.6,373,3,28,346,349,338,326,300
62.6,94,29.95,18,340,3.6,386,3,28,373,346,349,338,326
62.6,94,29.95,18,340,3.6,350,3,28,386,373,346,349,338
60.8,94,29.98,17,340,7.2,339,3,28,350,386,373,346,349
59,94,29.98,16,320,7.2,328,4,29,339,350,386,373,346
57.2,94,29.98,15,350,10.8,241,4,29,328,339,350,386,373
59,94,29.98,16,350,14.4,80,4,29,241,328,339,350,386
57.2,94,29.98,15,340,14.4,28,4,29,80,241,328,339,350
41,45,30.01,17,360,21.6,18,4,29,28,80,241,328,339
32,32,30.04,17,350,21.6,15,4,29,18,28,80,241,328
30.2,31,30.04,16,290,14.4,25,4,29,15,18,28,80,241
28.4,27,30.06,17,310,28.8,15,4,29,25,15,18,28,80
28.4,26,30.09,18,330,36,15,4,29,15,25,15,18,28
30.2,26,30.09,19,320,32.4,14,4,29,15,15,25,15,18
30.2,26,30.09,19,330,28.8,26,4,29,14,15,15,25,15
32,26,30.09,20,300,18,26,4,29,26,14,15,15,25
32,25,30.09,21,320,21.6,19,4,29,26,26,14,15,15
33.8,25,30.06,22,320,21.6,25,4,29,19,26,26,14,15
32,21,30.04,24,340,21.6,19,4,29,25,19,26,26,14
32,21,30.04,24,340,18,18,4,29,19,25,19,26,26
30.2,19,30.04,24,360,18,14,4,29,18,19,25,19,26
30.2,20,30.04,23,350,21.6,13,4,29,14,18,19,25,19
30.2,22,30.06,22,340,18,25,4,29,13,14,18,19,25
32,26,30.09,20,340,14.4,24,4,29,25,13,14,18,19
33.8,36,30.12,16,340,10.8,33,4,29,24,25,13,14,18
35.6,44,30.15,14,340,18,23,4,29,33,24,25,13,14
33.8,44,30.18,13,340,14.4,27,4,29,23,33,24,25,13
30.2,34,30.21,15,340,10.8,19,4,29,27,23,33,24,25
33.8,47,30.21,12,320,10.8,20,5,30,19,27,23,33,24
32,38,30.24,14,350,14.4,19,5,30,20,19,27,23,33
28.4,36,30.24,13,350,14.4,11,5,30,19,20,19,27,23
28.4,38,30.27,12,340,14.4,26,5,30,11,19,20,19,27
26.6,38,30.27,11,360,18,20,5,30,26,11,19,20,19
24.8,35,30.3,11,350,18,16,5,30,20,26,11,19,20
24.8,37,30.3,10,290,18,20,5,30,16,20,26,11,19
24.8,37,30.33,10,310,18,19,5,30,20,16,20,26,11
24.8,33,30.33,12,330,14.4,18,5,30,19,20,16,20,26
24.8,29,30.33,14,320,18,20,5,30,18,19,20,16,20
24.8,27,30.33,15,330,10.8,21,5,30,20,18,19,20,16
26.6,27,30.3,16,300,10.8,18,5,30,21,20,18,19,20
28.4,27,30.3,17,320,14.4,13,5,30,18,21,20,18,19
26.6,24,30.24,18,320,7.2,18,5,30,13,18,21,20,18
26.6,23,30.21,19,340,7.2,21,5,30,18,13,18,21,20
28.4,24,30.21,19,340,10.8,28,5,30,21,18,13,18,21
28.4,24,30.21,19,360,18,35,5,30,28,21,18,13,18
30.2,28,30.18,18,350,14.4,37,5,30,35,28,21,18,13
32,32,30.21,17,340,10.8,26,5,30,37,35,28,21,18
33.8,36,30.21,16,340,14.4,41,5,30,26,37,35,28,21
35.6,47,30.21,13,340,3.6,35,5,30,41,26,37,35,28
41,71,30.24,10,340,3.6,50,5,30,35,41,26,37,35
42.8,82,30.24,9,340,3.6,49,5,30,50,35,41,26,37
42.8,82,30.24,9,340,3.6,62,5,30,49,50,35,41,26
42.8,87,30.27,8,320,3.6,72,6,1,62,49,50,35,41
42.8,87,30.27,8,350,10.8,85,6,1,72,62,49,50,35
41,71,30.27,10,350,0,72,6,1,85,72,62,49,50
42.8,82,30.27,9,340,7.2,59,6,1,72,85,72,62,49
42.8,82,30.24,9,360,7.2,50,6,1,59,72,85,72,62
41,76,30.27,9,350,7.2,31,6,1,50,59,72,85,72
39.2,81,30.27,7,290,7.2,59,6,1,31,50,59,72,85
41,81,30.3,8,310,7.2,60,6,1,59,31,50,59,72
39.2,54,30.3,13,330,7.2,39,6,1,60,59,31,50,59
41,48,30.3,16,320,7.2,10,6,1,39,60,59,31,50
30.2,26,30.3,19,330,14.4,15,6,1,10,39,60,59,31
26.6,20,30.3,21,300,25.2,4,6,1,15,10,39,60,59
24.8,17,30.27,22,290,25.2,23,6,1,4,15,10,39,60
26.6,19,30.24,22,330,21.6,11,6,1,23,4,15,10,39
24.8,17,30.21,22,340,18,18,6,1,11,23,4,15,10
28.4,21,30.21,21,340,7.2,6,6,1,18,11,23,4,15
28.4,21,30.18,21,350,7.2,27,6,1,6,18,11,23,4
30.2,24,30.21,20,360,10.8,26,6,1,27,6,18,11,23
32,34,30.24,16,360,7.2,60,6,1,26,27,6,18,11
35.6,44,30.27,14,340,7.2,53,6,1,60,26,27,6,18
35.6,42,30.3,15,340,10.8,79,6,1,53,60,26,27,6
26.6,27,30.33,16,340,14.4,51,6,1,79,53,60,26,27
26.6,31,30.36,14,340,7.2,24,6,1,51,79,53,60,26
26.6,33,30.39,13,340,7.2,19,6,1,24,51,79,53,60
30.2,50,30.42,9,320,10.8,24,0,2,19,24,51,79,53
30.2,53,30.42,8,350,7.2,20,0,2,24,19,24,51,79
35.6,71,30.42,7,350,7.2,22,0,2,20,24,19,24,51
33.8,76,30.45,5,340,10.8,47,0,2,22,20,24,19,24
33.8,70,30.45,6,360,7.2,36,0,2,47,22,20,24,19
33.8,81,30.45,4,350,10.8,22,0,2,36,47,22,20,24
32,70,30.48,5,290,7.2,19,0,2,22,36,47,22,20
35.6,71,30.51,7,310,10.8,8,0,2,19,22,36,47,22
35.6,47,30.51,13,330,14.4,23,0,2,8,19,22,36,47
32,36,30.51,15,320,14.4,18,0,2,23,8,19,22,36
30.2,28,30.51,18,330,14.4,19,0,2,18,23,8,19,22
23,21,30.51,18,300,14.4,22,0,2,19,18,23,8,19
23,19,30.48,19,320,7.2,13,0,2,22,19,18,23,8
26.6,21,30.45,20,320,10.8,11,0,2,13,22,19,18,23
26.6,21,30.39,20,340,10.8,11,0,2,11,13,22,19,18
26.6,23,30.39,19,340,7.2,8,0,2,11,11,13,22,19
26.6,23,30.36,19,360,7.2,9,0,2,8,11,11,13,22
26.6,24,30.36,18,350,7.2,22,0,2,9,8,11,11,13
30.2,34,30.36,15,340,7.2,23,0,2,22,9,8,11,11
32,38,30.39,14,340,7.2,29,0,2,23,22,9,8,11
35.6,51,30.39,12,340,7.2,35,0,2,29,23,22,9,8
33.8,47,30.42,12,340,7.2,53,0,2,35,29,23,22,9
30.2,34,30.42,15,340,14.4,55,0,2,53,35,29,23,22
30.2,36,30.42,14,340,10.8,63,0,2,55,53,35,29,23
37.4,71,30.42,8,320,3.6,67,1,3,63,55,53,35,29
37.4,76,30.42,7,350,7.2,61,1,3,67,63,55,53,35
37.4,71,30.42,8,350,7.2,32,1,3,61,67,63,55,53
35.6,87,30.42,4,340,14.4,37,1,3,32,61,67,63,55
35.6,81,30.42,5,360,7.2,36,1,3,37,32,61,67,63
33.8,76,30.42,5,350,10.8,28,1,3,36,37,32,61,67
33.8,81,30.42,4,290,10.8,50,1,3,28,36,37,32,61
37.4,81,30.42,6,310,14.4,40,1,3,50,28,36,37,32
35.6,54,30.42,11,320,14.4,36,1,3,40,50,28,36,37
32,34,30.42,16,330,10.8,24,1,3,36,40,50,28,36
32,30,30.42,18,340,7.2,26,1,3,24,36,40,50,28
28.4,24,30.39,19,300,7.2,14,1,3,26,24,36,40,50
48.2,46,30.04,21,340,10.8,162,5,7,14,26,24,36,40
48.2,46,30.04,21,350,14.4,139,5,7,162,14,26,24,36
50,52,30.04,20,360,10.8,104,5,7,139,162,14,26,24
51.8,72,30.04,16,360,3.6,144,5,7,104,139,162,14,26
51.8,82,30.04,14,340,3.6,146,5,7,144,104,139,162,14
51.8,82,30.06,14,340,3.6,162,5,7,146,144,104,139,162
51.8,77,30.06,15,340,7.2,168,5,7,162,146,144,104,139
50,82,30.09,13,340,3.6,145,5,7,168,162,146,144,104
50,88,30.09,12,340,3.6,164,5,7,145,168,162,146,144
50,88,30.09,12,320,3.6,146,6,8,164,145,168,162,146
48.2,88,30.09,11,350,3.6,122,6,8,146,164,145,168,162
48.2,94,30.09,10,360,7.2,103,6,8,122,146,164,145,168
48.2,94,30.09,10,350,7.2,125,6,8,103,122,146,164,145
50,94,30.06,11,340,10.8,138,6,8,125,103,122,146,164
50,94,30.09,11,320,7.2,144,6,8,138,125,103,122,146
50,88,30.09,12,340,7.2,150,6,8,144,138,125,103,122
48.2,88,30.09,11,300,7.2,164,6,8,150,144,138,125,103
50,82,30.12,13,320,10.8,113,6,8,164,150,144,138,125
50,72,30.12,15,330,7.2,110,6,8,113,164,150,144,138
50,63,30.12,17,340,7.2,111,6,8,110,113,164,150,144
50,59,30.09,18,300,3.6,111,6,8,111,110,113,164,150
53.6,60,30.06,20,290,3.6,150,6,8,111,111,110,113,164
55.4,60,30.04,21,330,3.6,160,6,8,150,111,111,110,113
55.4,60,30.01,21,340,3.6,181,6,8,160,150,111,111,110
57.2,64,30.01,21,340,3.6,230,6,8,181,160,150,111,111
57.2,68,30.01,20,350,7.2,250,6,8,230,181,160,150,111
57.2,68,30.01,20,360,7.2,258,6,8,250,230,181,160,150
57.2,73,30.01,19,360,3.6,293,6,8,258,250,230,181,160
59,88,30.01,17,340,3.6,325,6,8,293,258,250,230,181
59,88,30.04,17,340,3.6,324,6,8,325,293,258,250,230
59,94,30.04,16,340,3.6,329,6,8,324,325,293,258,250
59,94,30.04,16,340,3.6,347,6,8,329,324,325,293,258
59,94,30.04,16,340,3.6,351,6,8,347,329,324,325,293
57.2,94,30.04,15,320,3.6,354,0,9,351,347,329,324,325
59,100,30.04,15,350,3.6,314,0,9,354,351,347,329,324
59,94,30.04,16,350,7.2,349,0,9,314,354,351,347,329
57.2,88,30.04,16,340,3.6,341,0,9,349,314,354,351,347
57.2,88,30.01,16,360,7.2,324,0,9,341,349,314,354,351
57.2,94,30.04,15,350,7.2,274,0,9,324,341,349,314,354
57.2,94,30.04,15,290,3.6,269,0,9,274,324,341,349,314
57.2,100,30.06,14,310,10.8,284,0,9,269,274,324,341,349
59,88,30.09,17,330,3.6,312,0,9,284,269,274,324,341
59,83,30.09,18,320,7.2,360,0,9,312,284,269,274,324
60.8,78,30.12,20,330,10.8,404,0,9,360,312,284,269,274
59,73,30.09,20,300,7.2,378,0,9,404,360,312,284,269
57.2,57,30.06,23,320,7.2,318,0,9,378,404,360,312,284
53.6,44,30.06,25,320,10.8,297,0,9,318,378,404,360,312
55.4,47,30.04,25,340,7.2,271,0,9,297,318,378,404,360
57.2,53,30.04,24,340,14.4,303,0,9,271,297,318,378,404
59,61,30.06,23,360,10.8,335,0,9,303,271,297,318,378
59,68,30.06,21,350,7.2,340,0,9,335,303,271,297,318
60.8,78,30.06,20,340,7.2,435,0,9,340,335,303,271,297
60.8,83,30.09,19,340,7.2,562,0,9,435,340,335,303,271
59,83,30.12,18,340,7.2,514,0,9,562,435,340,335,303
59,83,30.15,18,340,10.8,485,0,9,514,562,435,340,335
59,83,30.18,18,340,14.4,453,0,9,485,514,562,435,340
53.6,72,30.21,17,340,10.8,283,0,9,453,485,514,562,435
51.8,72,30.21,16,320,7.2,153,1,10,283,453,485,514,562
51.8,72,30.24,16,350,3.6,105,1,10,153,283,453,485,514
51.8,72,30.24,16,360,3.6,66,1,10,105,153,283,453,485
51.8,77,30.21,15,350,3.6,71,1,10,66,105,153,283,453
53.6,82,30.24,15,340,3.6,63,1,10,71,66,105,153,283
53.6,82,30.24,15,320,3.6,54,1,10,63,71,66,105,153
53.6,77,30.27,16,340,3.6,69,1,10,54,63,71,66,105
51.8,72,30.27,16,300,7.2,69,1,10,69,54,63,71,66
50,68,30.3,16,320,7.2,75,1,10,69,69,54,63,71
39.2,40,30.33,18,330,10.8,75,1,10,75,69,69,54,63
37.4,35,30.3,19,340,10.8,64,1,10,75,75,69,69,54
35.6,32,30.33,19,320,10.8,49,1,10,64,75,75,69,69
37.4,33,30.3,20,300,7.2,69,1,10,49,64,75,75,69
41,35,30.27,21,320,7.2,89,1,10,69,49,64,75,75
39.2,33,30.27,21,330,7.2,56,1,10,89,69,49,64,75
33.8,28,30.24,20,340,14.4,67,1,10,56,89,69,49,64
39.2,35,30.24,20,340,10.8,63,1,10,67,56,89,69,49
41,40,30.24,19,350,7.2,62,1,10,63,67,56,89,69
42.8,48,30.24,17,350,7.2,69,1,10,62,63,67,56,89
44.6,52,30.27,17,340,7.2,64,1,10,69,62,63,67,56
44.6,52,30.3,17,340,3.6,65,1,10,64,69,62,63,67
46.4,59,30.3,16,340,3.6,65,1,10,65,64,69,62,63
48.2,63,30.3,16,340,3.6,59,1,10,65,65,64,69,62
48.2,63,30.3,16,340,3.6,42,1,10,59,65,65,64,69
50,68,30.27,16,320,3.6,38,2,11,42,59,65,65,64
50,68,30.27,16,350,7.2,35,2,11,38,42,59,65,65
51.8,77,30.27,15,350,3.6,39,2,11,35,38,42,59,65
51.8,77,30.27,15,340,0,41,2,11,39,35,38,42,59
53.6,82,30.27,15,360,3.6,64,2,11,41,39,35,38,42
53.6,82,30.27,15,350,3.6,90,2,11,64,41,39,35,38
53.6,82,30.27,15,290,3.6,102,2,11,90,64,41,39,35
53.6,82,30.3,15,310,3.6,86,2,11,102,90,64,41,39
51.8,72,30.3,16,320,7.2,89,2,11,86,102,90,64,41
50,63,30.3,17,330,7.2,81,2,11,89,86,102,90,64
48.2,56,30.3,18,340,7.2,87,2,11,81,89,86,102,90
48.2,52,30.27,19,300,3.6,93,2,11,87,81,89,86,102
50,49,30.24,21,290,3.6,109,2,11,93,87,81,89,86
51.8,53,30.21,21,330,10.8,139,2,11,109,93,87,81,89
51.8,50,30.18,22,340,10.8,139,2,11,139,109,93,87,81
51.8,50,30.15,22,340,7.2,132,2,11,139,139,109,93,87
51.8,53,30.15,21,350,7.2,151,2,11,132,139,139,109,93
53.6,60,30.15,20,360,10.8,155,2,11,151,132,139,139,109
53.6,64,30.15,19,360,14.4,179,2,11,155,151,132,139,139
53.6,68,30.15,18,340,7.2,188,2,11,179,155,151,132,139
55.4,77,30.15,17,340,3.6,198,2,11,188,179,155,151,132
57.2,88,30.18,16,340,3.6,197,2,11,198,188,179,155,151
57.2,88,30.15,16,340,3.6,199,2,11,197,198,188,179,155
57.2,94,30.15,15,340,3.6,212,2,11,199,197,198,188,179
57.2,94,30.15,15,320,3.6,212,3,12,212,199,197,198,188
55.4,94,30.15,14,350,3.6,221,3,12,212,212,199,197,198
55.4,94,30.12,14,350,3.6,234,3,12,221,212,212,199,197
55.4,88,30.12,15,340,7.2,235,3,12,234,221,212,212,199
55.4,88,30.09,15,360,3.6,221,3,12,235,234,221,212,212
55.4,94,30.09,14,320,3.6,205,3,12,221,235,234,221,212
53.6,88,30.09,14,340,3.6,211,3,12,205,221,235,234,221
55.4,94,30.09,14,300,3.6,216,3,12,211,205,221,235,234
55.4,88,30.09,15,320,7.2,216,3,12,216,211,205,221,235
55.4,82,30.12,16,330,3.6,220,3,12,216,216,211,205,221
57.2,77,30.09,18,340,3.6,238,3,12,220,216,216,211,205
57.2,73,30.06,19,300,3.6,266,3,12,238,220,216,216,211
57.2,73,30.04,19,290,3.6,307,3,12,266,238,220,216,216
57.2,64,30.01,21,330,3.6,313,3,12,307,266,238,220,216
57.2,64,29.98,21,330,7.2,296,3,12,313,307,266,238,220
59,68,29.98,21,340,3.6,186,3,12,296,313,307,266,238
53.6,53,29.95,22,350,10.8,149,3,12,186,296,313,307,266
53.6,60,29.95,20,350,7.2,205,3,12,149,186,296,313,307
53.6,64,29.95,19,340,10.8,246,3,12,205,149,186,296,313
55.4,77,29.98,17,340,3.6,239,3,12,246,205,149,186,296
55.4,82,29.98,16,340,7.2,196,3,12,239,246,205,149,186
55.4,82,29.98,16,340,7.2,225,3,12,196,239,246,205,149
55.4,82,29.98,16,340,7.2,225,3,12,225,196,239,246,205
55.4,88,29.95,15,320,7.2,236,4,13,225,225,196,239,246
57.2,94,29.95,15,350,10.8,248,4,13,236,225,225,196,239
57.2,94,29.95,15,350,7.2,259,4,13,248,236,225,225,196
57.2,94,29.92,15,340,7.2,279,4,13,259,248,236,225,225
57.2,94,29.89,15,360,7.2,280,4,13,279,259,248,236,225
57.2,94,29.92,15,350,7.2,258,4,13,280,279,259,248,236
59,94,29.89,16,290,10.8,108,4,13,258,280,279,259,248
55.4,94,29.89,14,310,14.4,36,4,13,108,258,280,279,259
53.6,88,29.89,14,330,18,8,4,13,36,108,258,280,279
53.6,88,29.89,14,320,10.8,11,4,13,8,36,108,258,280
55.4,77,29.89,17,330,18,13,4,13,11,8,36,108,258
51.8,60,29.86,19,300,10.8,17,4,13,13,11,8,36,108
50,52,29.86,20,320,7.2,21,4,13,17,13,11,8,36
48.2,46,29.83,21,320,3.6,26,4,13,21,17,13,11,8
50,52,29.83,20,340,7.2,36,4,13,26,21,17,13,11
51.8,53,29.8,21,340,10.8,43,4,13,36,26,21,17,13
50,49,29.8,21,360,10.8,33,4,13,43,36,26,21,17
51.8,56,29.8,20,350,18,40,4,13,33,43,36,26,21
50,56,29.83,19,340,14.4,52,4,13,40,33,43,36,26
51.8,60,29.86,19,340,10.8,46,4,13,52,40,33,43,36
53.6,64,29.86,19,340,10.8,57,4,13,46,52,40,33,43
53.6,77,29.86,16,340,3.6,30,4,13,57,46,52,40,33
44.6,52,29.89,17,340,10.8,39,4,13,30,57,46,52,40
46.4,67,29.86,14,340,3.6,23,4,13,39,30,57,46,52
41,48,29.86,16,320,14.4,23,5,14,23,39,30,57,46
41,48,29.89,16,350,14.4,32,5,14,23,23,39,30,57
39.2,45,29.86,16,350,10.8,21,5,14,32,23,23,39,30
39.2,51,29.86,14,340,14.4,24,5,14,21,32,23,23,39
42.8,71,29.86,11,360,10.8,15,5,14,24,21,32,23,23
44.6,76,29.86,11,350,3.6,9,5,14,15,24,21,32,23
42.8,67,29.86,12,290,7.2,6,5,14,9,15,24,21,32
37.4,48,29.89,14,310,18,4,5,14,6,9,15,24,21
35.6,42,29.89,15,330,28.8,3,5,14,4,6,9,15,24
35.6,39,29.92,16,320,21.6,6,5,14,3,4,6,9,15
33.8,32,29.89,18,330,21.6,9,5,14,6,3,4,6,9
28.4,24,29.89,19,300,28.8,5,5,14,9,6,3,4,6
26.6,23,29.86,19,320,32.4,7,5,14,5,9,6,3,4
24.8,20,29.86,20,320,36,13,5,14,7,5,9,6,3
26.6,23,29.83,19,340,32.4,11,5,14,13,7,5,9,6
26.6,24,29.83,18,340,25.2,10,5,14,11,13,7,5,9
26.6,23,29.83,19,360,14.4,11,5,14,10,11,13,7,5
32,34,29.83,16,350,3.6,16,5,14,11,10,11,13,7
41,58,29.83,13,340,3.6,17,5,14,16,11,10,11,13
35.6,39,29.86,16,340,14.4,16,5,14,17,16,11,10,11
37.4,48,29.86,14,340,14.4,17,5,14,16,17,16,11,10
35.6,42,29.86,15,340,14.4,10,5,14,17,16,17,16,11
37.4,48,29.86,14,340,25.2,9,5,14,10,17,16,17,16
37.4,48,29.86,14,340,25.2,9,5,14,9,10,17,16,17
37.4,48,29.86,14,320,18,11,6,15,9,9,10,17,16
37.4,51,29.83,13,350,14.4,14,6,15,11,9,9,10,17
35.6,47,29.86,13,350,18,16,6,15,14,11,9,9,10
39.2,66,29.83,10,340,7.2,15,6,15,16,14,11,9,9
35.6,62,29.83,9,360,10.8,21,6,15,15,16,14,11,9
35.6,51,29.83,12,350,18,23,6,15,21,15,16,14,11
35.6,54,29.83,11,290,18,16,6,15,23,21,15,16,14
37.4,71,29.83,8,310,10.8,32,6,15,16,23,21,15,16
37.4,54,29.83,12,330,10.8,23,6,15,32,16,23,21,15
39.2,45,29.83,16,320,10.8,15,6,15,23,32,16,23,21
37.4,37,29.8,18,330,25.2,11,6,15,15,23,32,16,23
35.6,34,29.8,18,300,25.2,8,6,15,11,15,23,32,16
37.4,33,29.77,20,320,32.4,10,6,15,8,11,15,23,32
37.4,33,29.74,20,320,32.4,14,6,15,10,8,11,15,23
35.6,30,29.74,20,340,39.6,9,6,15,14,10,8,11,15
37.4,37,29.77,18,340,43.2,9,6,15,9,14,10,8,11
37.4,37,29.77,18,360,43.2,9,6,15,9,9,14,10,8
37.4,37,29.8,18,350,32.4,7,6,15,9,9,9,14,10
37.4,39,29.8,17,340,32.4,8,6,15,7,9,9,9,14
37.4,39,29.8,17,340,18,20,6,15,8,7,9,9,9
37.4,39,29.8,17,340,14.4,13,6,15,20,8,7,9,9
39.2,45,29.83,16,340,10.8,11,6,15,13,20,8,7,9
39.2,42,29.8,17,340,14.4,20,6,15,11,13,20,8,7
37.4,37,29.8,18,340,18,16,6,15,20,11,13,20,8
37.4,37,29.83,18,320,14.4,16,0,16,16,20,11,13,20
39.2,42,29.83,17,350,10.8,9,0,16,16,16,20,11,13
39.2,45,29.83,16,350,14.4,9,0,16,9,16,16,20,11
39.2,62,29.83,11,340,10.8,35,0,16,9,9,16,16,20
41,58,29.83,13,360,14.4,29,0,16,35,9,9,16,16
37.4,51,29.86,13,350,10.8,22,0,16,29,35,9,9,16
39.2,71,29.89,9,290,10.8,16,0,16,22,29,35,9,9
39.2,58,29.92,12,310,7.2,20,0,16,16,22,29,35,9
39.2,45,29.95,16,330,7.2,12,0,16,20,16,22,29,35
35.6,34,29.95,18,320,14.4,10,0,16,12,20,16,22,29
33.8,30,29.95,19,330,14.4,8,0,16,10,12,20,16,22
33.8,27,29.95,21,300,14.4,8,0,16,8,10,12,20,16
33.8,23,29.92,23,320,18,8,0,16,8,8,10,12,20
32,23,29.89,22,320,36,7,0,16,8,8,8,10,12
30.2,20,29.89,23,340,32.4,7,0,16,7,8,8,8,10
28.4,20,29.92,22,340,39.6,4,0,16,7,7,8,8,8
26.6,20,29.92,21,360,32.4,3,0,16,4,7,7,8,8
28.4,23,29.95,20,350,25.2,6,0,16,3,4,7,7,8
28.4,26,29.95,18,340,25.2,10,0,16,6,3,4,7,7
30.2,34,29.98,15,340,18,33,0,16,10,6,3,4,7
32,34,29.98,16,340,21.6,54,0,16,33,10,6,3,4
32,34,30.01,16,340,14.4,26,0,16,54,33,10,6,3
32,36,30.04,15,340,10.8,14,0,16,26,54,33,10,6
33.8,47,30.06,12,340,7.2,23,0,16,14,26,54,33,10
35.6,58,30.06,10,320,0,20,1,17,23,14,26,54,33
37.4,71,30.09,8,350,3.6,28,1,17,20,23,14,26,54
37.4,76,30.12,7,350,3.6,31,1,17,28,20,23,14,26
39.2,76,30.12,8,340,3.6,28,1,17,31,28,20,23,14
