"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus5Val","ENE","ESE","East","NE","NNE","NNW","NW","North","SE","SSE","SSW","SW","South","Variable","WNW","WSW","West"
8.6,79,30.63,-10,333.206940496,7.2,95,1,26,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,73,30.66,-10,300,7.2,79,1,26,146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,73,30.66,-10,320,10.8,58,1,26,139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,68,30.69,-7,330,10.8,49,1,26,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,55,30.69,-3,340,7.2,60,1,26,134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,43,30.66,-2,300,7.2,56,1,26,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.6,38,30.63,0,290,3.6,57,1,26,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.8,35,30.6,0,330,3.6,67,1,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.8,32,30.57,1,340,7.2,92,1,26,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.6,35,30.54,1,340,3.6,121,1,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,41,30.54,0,350,7.2,151,1,26,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,51,30.54,-3,360,3.6,183,1,26,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,54,30.54,-5,360,3.6,221,1,26,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2,63,30.54,-5,340,7.2,268,1,26,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,64,30.54,-3,340,3.6,307,1,26,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,69,30.57,-4,333.206940496,3.6,302,1,26,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,69,30.57,-4,333.206940496,0,316,1,26,183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.6,80,30.57,-5,333.206940496,3.6,327,1,26,221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,74,30.54,-6,320,3.6,286,2,27,268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2,74,30.54,-7,350,7.2,249,2,27,307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,68,30.54,-7,350,7.2,187,2,27,302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.4,73,30.51,-8,340,7.2,146,2,27,316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.4,73,30.51,-8,360,7.2,150,2,27,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.4,73,30.48,-8,350,7.2,121,2,27,286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.4,73,30.48,-8,290,7.2,116,2,27,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.6,73,30.48,-9,310,7.2,122,2,27,187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.2,74,30.48,-7,330,7.2,122,2,27,146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,68,30.48,-5,320,10.8,132,2,27,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,55,30.48,-2,330,10.8,142,2,27,121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,51,30.48,-1,300,10.8,146,2,27,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,44,30.42,0,320,7.2,161,2,27,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,44,30.39,1,320,3.6,157,2,27,122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,41,30.39,2,340,3.6,162,2,27,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,41,30.36,2,340,3.6,161,2,27,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,44,30.36,1,360,3.6,183,2,27,146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,59,30.36,-2,350,3.6,204,2,27,161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,69,30.39,-3,340,3.6,250,2,27,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,69,30.39,-4,340,3.6,271,2,27,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17.6,74,30.39,-4,340,0,292,2,27,161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,80,30.42,-6,333.206940496,3.6,324,2,27,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,80,30.42,-6,333.206940496,7.2,356,2,27,204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,80,30.42,-6,333.206940496,3.6,333,2,27,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,74,30.42,-5,320,7.2,262,3,28,271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,80,30.42,-6,350,7.2,199,3,28,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,80,30.42,-7,350,10.8,169,3,28,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.2,79,30.42,-8,340,10.8,154,3,28,356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,79,30.42,-9,360,10.8,145,3,28,333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,79,30.42,-8,350,14.4,163,3,28,262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.4,73,30.42,-8,290,14.4,184,3,28,199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,68,30.42,-7,310,14.4,187,3,28,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.2,74,30.45,-7,330,10.8,132,3,28,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,64,30.48,-4,320,7.2,134,3,28,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.8,51,30.48,0,330,7.2,108,3,28,163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,41,30.45,1,300,10.8,115,3,28,184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.4,31,30.45,4,320,10.8,101,3,28,187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.6,26,30.42,5,320,7.2,63,3,28,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,25,30.39,6,340,10.8,99,3,28,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,33,30.42,5,340,14.4,137,3,28,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,41,30.42,3,360,10.8,200,3,28,115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.8,48,30.45,1,350,10.8,316,3,28,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.4,60,30.48,0,340,10.8,437,3,28,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.2,74,30.51,-2,340,10.8,228,3,28,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.2,80,30.54,-3,340,7.2,104,3,28,137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.2,80,30.57,-3,333.206940496,3.6,87,3,28,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.4,80,30.6,-4,333.206940496,7.2,66,3,28,316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.6,74,30.63,-4,333.206940496,7.2,62,3,28,437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,74,30.63,-6,320,3.6,61,4,29,228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,86,30.63,-7,350,3.6,47,4,29,104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,86,30.63,-8,350,3.6,52,4,29,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,80,30.66,-5,340,3.6,50,4,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,64,30.66,-4,360,7.2,42,4,29,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2,63,30.66,-5,350,10.8,33,4,29,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.2,63,30.66,-5,290,10.8,41,4,29,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10.4,59,30.66,-5,310,10.8,36,4,29,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.2,68,30.69,-6,330,7.2,40,4,29,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10.4,63,30.71,-6,320,7.2,46,4,29,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10.4,59,30.71,-5,330,14.4,57,4,29,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.2,63,30.71,-5,300,10.8,64,4,29,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10.4,54,30.69,-4,320,10.8,68,4,29,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,50,30.66,-4,320,10.8,72,4,29,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2,59,30.63,-4,340,7.2,73,4,29,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.2,59,30.63,-4,340,10.8,78,4,29,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.2,59,30.63,-4,360,7.2,79,4,29,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2,59,30.63,-4,360,7.2,82,4,29,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.2,59,30.63,-4,360,7.2,87,4,29,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.2,59,30.66,-4,340,7.2,91,4,29,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.2,59,30.66,-4,340,7.2,79,4,29,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,64,30.66,-4,333.206940496,7.2,64,4,29,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,64,30.66,-4,333.206940496,7.2,69,4,29,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,64,30.66,-4,333.206940496,7.2,71,4,29,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,64,30.66,-4,320,7.2,67,5,30,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15.8,74,30.63,-5,350,3.6,64,5,30,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.8,69,30.63,-4,350,3.6,64,5,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,80,30.63,-5,340,3.6,70,5,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,80,30.6,-5,360,3.6,71,5,30,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,80,30.6,-5,350,3.6,79,5,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,68,30.57,-5,290,3.6,80,5,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,74,30.57,-5,310,0,81,5,30,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,69,30.57,-4,330,3.6,91,5,30,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,69,30.6,-4,320,3.6,101,5,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,69,30.6,-4,330,3.6,112,5,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,64,30.57,-3,300,3.6,123,5,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,64,30.54,-3,320,3.6,141,5,30,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,64,30.51,-3,320,7.2,150,5,30,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17.6,64,30.48,-2,340,3.6,170,5,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,64,30.45,-2,340,3.6,190,5,30,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,64,30.45,-2,350,3.6,201,5,30,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,69,30.45,-3,350,3.6,211,5,30,141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,74,30.45,-4,350,3.6,218,5,30,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,69,30.45,-4,340,3.6,222,5,30,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,74,30.45,-4,340,3.6,207,5,30,190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,74,30.45,-4,340,3.6,208,5,30,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.8,80,30.45,-6,333.206940496,10.8,195,5,30,211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,86,30.42,-8,333.206940496,10.8,163,5,30,218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,80,30.42,-7,320,3.6,196,6,31,222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,86,30.42,-7,350,10.8,175,6,31,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,80,30.42,-7,350,10.8,144,6,31,208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.2,79,30.42,-8,340,7.2,137,6,31,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,93,30.39,-9,360,10.8,128,6,31,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.2,86,30.39,-9,350,10.8,135,6,31,196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.2,93,30.39,-10,290,14.4,157,6,31,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,86,30.39,-9,310,7.2,164,6,31,144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,86,30.42,-10,330,10.8,155,6,31,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,80,30.42,-6,320,10.8,159,6,31,128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.6,64,30.42,-2,340,7.2,130,6,31,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,38,30.39,2,320,10.8,98,6,31,157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,30,30.36,3,300,18,82,6,31,164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.8,26,30.33,4,320,10.8,71,6,31,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,23,30.33,5,330,7.2,66,6,31,159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.8,26,30.33,4,340,7.2,72,6,31,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,30.33,3,340,7.2,192,6,31,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,30.36,0,350,3.6,209,6,31,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,51,30.36,-3,350,3.6,209,6,31,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,51,30.39,-3,340,3.6,217,6,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,59,30.39,-5,340,3.6,223,6,31,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,59,30.39,-5,340,3.6,251,6,31,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.6,58,30.42,-6,333.206940496,7.2,283,6,31,209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.4,63,30.42,-6,333.206940496,3.6,275,6,31,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,73,30.42,-8,320,3.6,303,0,1,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,79,30.45,-10,350,7.2,215,0,1,223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,73,30.48,-9,350,7.2,222,0,1,251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,73,30.51,-9,340,10.8,85,0,1,283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,68,30.51,-8,360,14.4,38,0,1,275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,47,30.51,-3,350,18,23,0,1,303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.8,46,30.54,-4,290,18,19,0,1,215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,46,30.57,-5,310,7.2,14,0,1,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,46,30.57,-5,330,10.8,16,0,1,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2,40,30.6,-4,320,14.4,21,0,1,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.2,34,30.6,-2,330,21.6,22,0,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.2,32,30.6,-1,300,18,22,0,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,25,30.54,0,320,14.4,17,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,23,30.54,1,320,10.8,22,0,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,23,30.51,1,340,7.2,29,0,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,22,30.51,2,340,7.2,39,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4,23,30.48,1,360,3.6,42,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4,25,30.48,0,350,3.6,55,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,37,30.48,-2,340,0,55,0,1,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.8,46,30.48,-4,340,0,72,0,1,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,46,30.48,-5,340,3.6,81,0,1,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,50,30.48,-6,333.206940496,3.6,80,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.6,47,30.48,-3,333.206940496,10.8,128,0,1,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.2,55,30.45,-3,333.206940496,14.4,114,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,59,30.42,-3,320,10.8,97,1,2,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.8,64,30.42,-3,350,10.8,79,1,2,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15.8,69,30.42,-4,350,7.2,88,1,2,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,64,30.42,-4,340,7.2,87,1,2,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15.8,69,30.39,-4,360,7.2,98,1,2,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15.8,69,30.36,-4,350,10.8,99,1,2,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15.8,74,30.36,-5,290,7.2,100,1,2,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,74,30.36,-6,310,3.6,104,1,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,79,30.39,-8,320,3.6,131,1,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,86,30.39,-7,330,3.6,134,1,2,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,74,30.39,-4,340,3.6,169,1,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,64,30.36,-2,300,3.6,133,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,60,30.33,-1,290,3.6,39,1,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4,25,30.3,1,330,32.4,12,1,2,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4,24,30.3,2,330,32.4,19,1,2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,20,30.3,2,340,39.6,14,1,2,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2.2,22,30.33,1,340,39.6,13,1,2,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4,27,30.36,0,350,43.2,13,1,2,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4,29,30.39,-1,350,36,16,1,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.4,29,30.42,-2,340,43.2,8,1,2,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.4,31,30.45,-3,340,39.6,10,1,2,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.4,31,30.45,-3,340,36,27,1,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,29,30.48,-3,333.206940496,46.8,18,1,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,31,30.48,-4,333.206940496,39.6,14,1,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,31,30.48,-4,320,36,16,2,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,33,30.48,-5,350,25.2,17,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,33,30.48,-5,350,14.4,11,2,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,36,30.48,-6,340,21.6,11,2,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,33,30.48,-5,360,25.2,12,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,36,30.45,-6,350,21.6,15,2,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,36,30.48,-6,290,25.2,17,2,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,36,30.48,-6,310,25.2,14,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,36,30.48,-6,330,18,16,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4,34,30.51,-4,320,18,18,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,31,30.51,-4,330,28.8,24,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,27,30.48,-2,300,28.8,16,2,3,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,25,30.45,-1,320,32.4,18,2,3,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,25,30.42,-1,320,43.2,13,2,3,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-5.8,21,30.42,-1,340,46.8,23,2,3,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-4,23,30.42,-1,340,50.4,13,2,3,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-4,25,30.45,-2,360,43.2,11,2,3,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-4,26,30.48,-3,350,39.6,8,2,3,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-4,26,30.51,-3,340,43.2,19,2,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-4,28,30.54,-4,340,43.2,11,2,3,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-4,28,30.54,-4,340,36,12,2,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-4,31,30.57,-5,333.206940496,39.6,10,2,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-4,31,30.57,-5,333.206940496,43.2,16,2,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-4,33,30.57,-6,333.206940496,36,14,2,3,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-4,33,30.57,-6,320,32.4,13,3,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-4,33,30.6,-6,350,25.2,10,3,4,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-5.8,41,30.6,-10,350,10.8,11,3,4,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-4,38,30.6,-8,340,7.2,18,3,4,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,45,30.6,-10,360,10.8,13,3,4,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-4,41,30.6,-9,350,3.6,13,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-4,52,30.6,-12,290,14.4,15,3,4,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-2.2,45,30.6,-9,310,7.2,20,3,4,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,42,30.63,-7,330,14.4,19,3,4,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2.2,33,30.63,-5,320,14.4,16,3,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,29,30.63,-3,330,21.6,17,3,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,27,30.63,-2,300,21.6,12,3,4,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,25,30.57,-1,320,21.6,25,3,4,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-5.8,20,30.54,0,320,18,16,3,4,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-7.6,18,30.51,0,340,25.2,15,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-7.6,17,30.48,1,340,25.2,21,3,4,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-7.6,17,30.48,1,350,21.6,37,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-4,21,30.48,0,360,18,42,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
